latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.5,13.400009,38.0,3600,Europe/London,BST

time,temperature_2m (°C),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2020-01-01T00:00,2.3,0.0,0.0,2.63,6.04
2020-01-01T01:00,1.8,0.0,0.0,2.80,6.04
2020-01-01T02:00,1.5,0.0,0.0,3.11,6.41
2020-01-01T03:00,1.1,0.0,0.0,2.61,5.76
2020-01-01T04:00,0.7,0.0,0.0,2.32,5.47
2020-01-01T05:00,0.2,0.0,0.0,2.72,5.81
2020-01-01T06:00,-0.0,0.0,0.0,3.10,6.23
2020-01-01T07:00,-0.3,0.0,0.0,3.00,6.04
2020-01-01T08:00,-0.2,0.0,0.0,2.70,5.67
2020-01-01T09:00,-0.1,2.0,7.0,2.61,5.43
2020-01-01T10:00,0.8,20.0,36.0,2.92,5.22
2020-01-01T11:00,2.5,62.0,58.0,2.55,4.50
2020-01-01T12:00,3.1,69.0,71.0,2.67,3.95
2020-01-01T13:00,3.7,79.0,84.0,2.53,3.61
2020-01-01T14:00,3.7,90.0,58.0,2.33,3.67
2020-01-01T15:00,3.4,40.0,47.0,2.36,4.53
2020-01-01T16:00,2.6,7.0,15.0,2.27,5.41
2020-01-01T17:00,1.7,0.0,0.0,2.64,6.16
2020-01-01T18:00,1.1,0.0,0.0,2.64,6.28
2020-01-01T19:00,0.7,0.0,0.0,2.90,6.38
2020-01-01T20:00,0.2,0.0,0.0,3.11,6.81
2020-01-01T21:00,-0.4,0.0,0.0,3.26,7.12
2020-01-01T22:00,-0.8,0.0,0.0,3.20,7.02
2020-01-01T23:00,-1.4,0.0,0.0,2.52,6.36
2020-01-02T00:00,-2.3,0.0,0.0,2.19,5.41
2020-01-02T01:00,-2.0,0.0,0.0,2.66,4.41
2020-01-02T02:00,-2.6,0.0,0.0,2.28,4.22
2020-01-02T03:00,-3.0,0.0,0.0,2.28,4.57
2020-01-02T04:00,-3.6,0.0,0.0,2.22,5.22
2020-01-02T05:00,-3.7,0.0,0.0,2.61,5.95
2020-01-02T06:00,-3.6,0.0,0.0,2.61,6.29
2020-01-02T07:00,-3.5,0.0,0.0,2.16,5.80
2020-01-02T08:00,-3.4,0.0,0.0,2.36,6.01
2020-01-02T09:00,-3.1,4.0,7.0,2.64,6.22
2020-01-02T10:00,-1.0,46.0,35.0,2.91,6.02
2020-01-02T11:00,1.4,103.0,54.0,2.94,6.08
2020-01-02T12:00,2.9,140.0,62.0,2.94,5.94
2020-01-02T13:00,3.6,148.0,62.0,2.64,5.69
2020-01-02T14:00,3.6,119.0,57.0,2.66,6.23
2020-01-02T15:00,2.7,65.0,43.0,2.68,6.82
2020-01-02T16:00,1.2,13.0,16.0,3.02,7.50
2020-01-02T17:00,0.3,0.0,0.0,3.12,7.66
2020-01-02T18:00,-0.3,0.0,0.0,3.18,7.55
2020-01-02T19:00,-0.5,0.0,0.0,3.36,7.61
2020-01-02T20:00,-0.4,0.0,0.0,3.50,7.70
2020-01-02T21:00,-0.5,0.0,0.0,3.38,7.51
2020-01-02T22:00,-0.5,0.0,0.0,3.62,7.60
2020-01-02T23:00,-0.3,0.0,0.0,3.54,7.22
2020-01-03T00:00,0.2,0.0,0.0,3.66,7.14
2020-01-03T01:00,0.6,0.0,0.0,4.21,7.96
2020-01-03T02:00,1.2,0.0,0.0,4.66,8.36
2020-01-03T03:00,1.7,0.0,0.0,4.66,8.30
2020-01-03T04:00,2.1,0.0,0.0,4.66,8.50
2020-01-03T05:00,2.5,0.0,0.0,4.72,8.54
2020-01-03T06:00,2.4,0.0,0.0,4.85,8.84
2020-01-03T07:00,2.8,0.0,0.0,5.08,9.20
2020-01-03T08:00,3.1,0.0,0.0,5.41,9.54
2020-01-03T09:00,3.8,0.0,3.0,5.56,9.71
2020-01-03T10:00,4.3,0.0,14.0,5.60,9.69
2020-01-03T11:00,4.9,0.0,27.0,5.10,8.91
2020-01-03T12:00,5.3,0.0,33.0,5.25,9.19
2020-01-03T13:00,5.6,2.0,32.0,5.47,9.48
2020-01-03T14:00,5.9,0.0,32.0,5.74,9.90
2020-01-03T15:00,6.1,0.0,19.0,5.73,9.84
2020-01-03T16:00,6.1,0.0,5.0,5.73,9.85
2020-01-03T17:00,6.1,0.0,0.0,5.81,9.92
2020-01-03T18:00,6.3,0.0,0.0,5.94,10.04
2020-01-03T19:00,6.4,0.0,0.0,5.96,10.02
2020-01-03T20:00,6.6,0.0,0.0,6.16,10.26
2020-01-03T21:00,6.7,0.0,0.0,6.31,10.29
2020-01-03T22:00,6.7,0.0,0.0,6.02,9.90
2020-01-03T23:00,6.6,0.0,0.0,6.26,9.80
2020-01-04T00:00,5.9,0.0,0.0,6.08,9.92
2020-01-04T01:00,4.7,0.0,0.0,5.28,9.06
2020-01-04T02:00,3.7,0.0,0.0,5.63,9.90
2020-01-04T03:00,3.3,0.0,0.0,5.74,9.96
2020-01-04T04:00,3.6,0.0,0.0,5.70,9.95
2020-01-04T05:00,3.7,0.0,0.0,5.90,10.10
2020-01-04T06:00,3.7,0.0,0.0,5.92,10.00
2020-01-04T07:00,3.7,0.0,0.0,5.71,9.77
2020-01-04T08:00,3.8,0.0,0.0,6.16,10.38
2020-01-04T09:00,3.9,1.0,4.0,6.84,11.14
2020-01-04T10:00,4.2,0.0,26.0,7.21,11.65
2020-01-04T11:00,4.6,2.0,62.0,7.28,11.54
2020-01-04T12:00,4.7,1.0,44.0,7.59,12.18
2020-01-04T13:00,4.5,0.0,25.0,8.08,13.09
2020-01-04T14:00,4.7,7.0,42.0,8.13,13.11
2020-01-04T15:00,5.2,1.0,31.0,7.96,13.10
2020-01-04T16:00,4.9,1.0,9.0,7.79,12.79
2020-01-04T17:00,4.0,0.0,0.0,6.98,11.71
2020-01-04T18:00,3.1,0.0,0.0,6.66,11.28
2020-01-04T19:00,2.7,0.0,0.0,6.85,11.54
2020-01-04T20:00,2.8,0.0,0.0,6.74,11.35
2020-01-04T21:00,2.7,0.0,0.0,6.35,10.78
2020-01-04T22:00,2.4,0.0,0.0,6.07,10.50
2020-01-04T23:00,2.1,0.0,0.0,5.44,9.78
2020-01-05T00:00,1.7,0.0,0.0,5.22,9.48
2020-01-05T01:00,1.3,0.0,0.0,4.96,8.99
2020-01-05T02:00,0.9,0.0,0.0,4.75,8.85
2020-01-05T03:00,0.4,0.0,0.0,4.70,8.82
2020-01-05T04:00,0.1,0.0,0.0,4.48,8.46
2020-01-05T05:00,-0.3,0.0,0.0,3.89,7.74
2020-01-05T06:00,-0.6,0.0,0.0,3.49,7.24
2020-01-05T07:00,-1.0,0.0,0.0,3.20,6.78
2020-01-05T08:00,-1.5,0.0,0.0,2.98,6.46
2020-01-05T09:00,-1.5,4.0,8.0,3.06,6.30
2020-01-05T10:00,-0.2,39.0,38.0,3.03,5.60
2020-01-05T11:00,1.3,75.0,64.0,2.70,4.98
2020-01-05T12:00,2.5,111.0,72.0,2.60,4.12
2020-01-05T13:00,3.1,96.0,74.0,2.43,3.81
2020-01-05T14:00,3.4,62.0,70.0,2.28,3.77
2020-01-05T15:00,3.3,18.0,57.0,2.00,3.98
2020-01-05T16:00,2.8,8.0,13.0,2.19,4.80
2020-01-05T17:00,2.4,0.0,0.0,2.83,6.00
2020-01-05T18:00,2.1,0.0,0.0,2.90,6.28
2020-01-05T19:00,2.2,0.0,0.0,3.06,6.30
2020-01-05T20:00,2.4,0.0,0.0,3.22,6.44
2020-01-05T21:00,2.6,0.0,0.0,3.52,6.65
2020-01-05T22:00,2.9,0.0,0.0,3.74,6.79
2020-01-05T23:00,3.1,0.0,0.0,3.47,6.50
2020-01-06T00:00,3.3,0.0,0.0,3.55,6.60
2020-01-06T01:00,3.3,0.0,0.0,3.56,6.72
2020-01-06T02:00,3.4,0.0,0.0,3.80,7.07
2020-01-06T03:00,3.5,0.0,0.0,3.91,7.20
2020-01-06T04:00,3.6,0.0,0.0,3.88,7.20
2020-01-06T05:00,3.4,0.0,0.0,3.72,7.03
2020-01-06T06:00,3.3,0.0,0.0,3.78,7.13
2020-01-06T07:00,3.3,0.0,0.0,3.91,7.07
2020-01-06T08:00,3.6,0.0,0.0,3.91,7.05
2020-01-06T09:00,3.7,0.0,4.0,3.91,7.05
2020-01-06T10:00,4.1,4.0,18.0,3.78,6.66
2020-01-06T11:00,4.5,4.0,34.0,3.42,6.02
2020-01-06T12:00,5.0,16.0,57.0,3.26,6.19
2020-01-06T13:00,5.1,22.0,55.0,3.28,5.63
2020-01-06T14:00,5.3,14.0,51.0,3.38,5.78
2020-01-06T15:00,5.3,20.0,42.0,3.14,5.80
2020-01-06T16:00,4.6,4.0,13.0,2.90,5.78
2020-01-06T17:00,4.2,0.0,0.0,2.77,5.73
2020-01-06T18:00,4.0,0.0,0.0,2.94,5.94
2020-01-06T19:00,3.8,0.0,0.0,3.09,6.14
2020-01-06T20:00,3.5,0.0,0.0,3.07,6.26
2020-01-06T21:00,2.9,0.0,0.0,2.85,5.95
2020-01-06T22:00,2.4,0.0,0.0,2.65,5.76
2020-01-06T23:00,1.8,0.0,0.0,2.82,5.93
2020-01-07T00:00,1.1,0.0,0.0,2.92,6.21
2020-01-07T01:00,0.6,0.0,0.0,2.75,5.91
2020-01-07T02:00,-0.1,0.0,0.0,2.63,5.81
2020-01-07T03:00,-0.8,0.0,0.0,2.55,5.79
2020-01-07T04:00,-1.4,0.0,0.0,2.47,5.73
2020-01-07T05:00,-1.9,0.0,0.0,2.70,6.17
2020-01-07T06:00,-2.2,0.0,0.0,2.69,6.26
2020-01-07T07:00,-1.9,0.0,0.0,2.82,6.40
2020-01-07T08:00,-1.5,0.0,0.0,3.10,6.84
2020-01-07T09:00,-0.4,3.0,8.0,3.20,6.61
2020-01-07T10:00,1.5,16.0,36.0,3.18,6.06
2020-01-07T11:00,2.6,17.0,47.0,3.04,5.63
2020-01-07T12:00,3.2,6.0,37.0,3.22,6.17
2020-01-07T13:00,3.7,0.0,30.0,3.44,6.26
2020-01-07T14:00,4.3,0.0,33.0,3.31,6.17
2020-01-07T15:00,4.7,3.0,31.0,3.18,6.06
2020-01-07T16:00,4.4,6.0,12.0,3.23,6.28
2020-01-07T17:00,4.0,0.0,0.0,3.38,6.67
2020-01-07T18:00,3.9,0.0,0.0,3.31,6.61
2020-01-07T19:00,4.1,0.0,0.0,3.58,6.95
2020-01-07T20:00,4.1,0.0,0.0,3.50,6.80
2020-01-07T21:00,3.6,0.0,0.0,3.55,7.01
2020-01-07T22:00,3.3,0.0,0.0,3.97,7.75
2020-01-07T23:00,3.1,0.0,0.0,4.12,8.14
2020-01-08T00:00,3.0,0.0,0.0,4.57,8.65
2020-01-08T01:00,3.1,0.0,0.0,4.61,8.60
2020-01-08T02:00,3.1,0.0,0.0,4.79,8.78
2020-01-08T03:00,3.2,0.0,0.0,5.07,9.18
2020-01-08T04:00,3.4,0.0,0.0,5.66,9.99
2020-01-08T05:00,3.8,0.0,0.0,5.59,10.00
2020-01-08T06:00,3.9,0.0,0.0,5.42,9.73
2020-01-08T07:00,3.9,0.0,0.0,5.30,9.46
2020-01-08T08:00,4.3,0.0,0.0,5.61,9.74
2020-01-08T09:00,4.6,0.0,2.0,5.75,9.99
2020-01-08T10:00,4.7,0.0,12.0,5.70,9.86
2020-01-08T11:00,4.9,0.0,14.0,5.02,8.90
2020-01-08T12:00,5.2,0.0,12.0,5.12,9.06
2020-01-08T13:00,5.7,0.0,17.0,5.30,9.30
2020-01-08T14:00,6.2,0.0,20.0,5.11,8.96
2020-01-08T15:00,6.6,0.0,15.0,4.84,8.60
2020-01-08T16:00,7.0,0.0,6.0,4.94,8.66
2020-01-08T17:00,7.4,0.0,0.0,4.91,8.46
2020-01-08T18:00,7.8,0.0,0.0,4.63,8.05
2020-01-08T19:00,8.1,0.0,0.0,4.58,7.78
2020-01-08T20:00,7.6,0.0,0.0,4.50,7.77
2020-01-08T21:00,7.7,0.0,0.0,4.41,7.61
2020-01-08T22:00,7.6,0.0,0.0,4.12,7.25
2020-01-08T23:00,7.6,0.0,0.0,3.89,6.89
2020-01-09T00:00,7.6,0.0,0.0,3.40,6.18
2020-01-09T01:00,7.6,0.0,0.0,2.94,5.59
2020-01-09T02:00,7.5,0.0,0.0,2.97,5.70
2020-01-09T03:00,7.5,0.0,0.0,2.98,5.52
2020-01-09T04:00,7.4,0.0,0.0,3.02,5.59
2020-01-09T05:00,7.3,0.0,0.0,3.05,5.61
2020-01-09T06:00,7.2,0.0,0.0,2.88,5.47
2020-01-09T07:00,7.1,0.0,0.0,3.30,6.11
2020-01-09T08:00,6.9,0.0,0.0,3.64,6.71
2020-01-09T09:00,6.9,0.0,2.0,3.79,6.86
2020-01-09T10:00,7.0,0.0,9.0,4.04,7.23
2020-01-09T11:00,7.3,0.0,17.0,4.70,8.16
2020-01-09T12:00,7.7,0.0,36.0,4.71,8.08
2020-01-09T13:00,8.3,1.0,60.0,5.12,8.98
2020-01-09T14:00,8.7,0.0,33.0,4.74,8.29
2020-01-09T15:00,9.0,0.0,22.0,4.74,8.42
2020-01-09T16:00,9.3,0.0,7.0,4.97,8.68
2020-01-09T17:00,9.5,0.0,0.0,4.75,8.38
2020-01-09T18:00,9.7,0.0,0.0,4.72,8.30
2020-01-09T19:00,9.9,0.0,0.0,4.74,8.53
2020-01-09T20:00,9.6,0.0,0.0,4.72,8.36
2020-01-09T21:00,9.7,0.0,0.0,4.44,8.08
2020-01-09T22:00,9.9,0.0,0.0,4.30,7.79
2020-01-09T23:00,10.0,0.0,0.0,3.97,7.30
2020-01-10T00:00,10.1,0.0,0.0,4.00,7.42
2020-01-10T01:00,10.1,0.0,0.0,4.21,7.71
2020-01-10T02:00,10.0,0.0,0.0,4.36,7.96
2020-01-10T03:00,9.9,0.0,0.0,4.58,8.31
2020-01-10T04:00,9.8,0.0,0.0,4.46,8.13
2020-01-10T05:00,9.7,0.0,0.0,4.31,7.80
2020-01-10T06:00,9.5,0.0,0.0,4.46,8.01
2020-01-10T07:00,9.3,0.0,0.0,4.82,8.54
2020-01-10T08:00,9.7,0.0,0.0,5.06,8.96
2020-01-10T09:00,9.7,0.0,1.0,5.35,9.27
2020-01-10T10:00,9.7,0.0,22.0,5.61,9.71
2020-01-10T11:00,9.7,0.0,30.0,5.16,8.86
2020-01-10T12:00,10.0,8.0,73.0,5.28,9.03
2020-01-10T13:00,10.4,85.0,84.0,5.59,9.15
2020-01-10T14:00,10.5,112.0,58.0,5.12,8.71
2020-01-10T15:00,10.1,56.0,43.0,4.39,7.73
2020-01-10T16:00,9.3,9.0,14.0,3.97,7.48
2020-01-10T17:00,9.0,0.0,0.0,4.19,7.79
2020-01-10T18:00,8.7,0.0,0.0,4.43,8.15
2020-01-10T19:00,8.0,0.0,0.0,5.20,9.11
2020-01-10T20:00,7.3,0.0,0.0,5.50,9.52
2020-01-10T21:00,7.0,0.0,0.0,5.54,9.28
2020-01-10T22:00,6.6,0.0,0.0,5.75,9.24
2020-01-10T23:00,6.1,0.0,0.0,5.47,8.77
2020-01-11T00:00,5.7,0.0,0.0,5.60,8.99
2020-01-11T01:00,5.5,0.0,0.0,5.35,8.54
2020-01-11T02:00,5.4,0.0,0.0,5.17,8.38
2020-01-11T03:00,5.2,0.0,0.0,5.14,8.39
2020-01-11T04:00,5.1,0.0,0.0,5.04,8.32
2020-01-11T05:00,5.1,0.0,0.0,4.59,7.48
2020-01-11T06:00,5.0,0.0,0.0,3.99,6.75
2020-01-11T07:00,5.0,0.0,0.0,3.93,6.71
2020-01-11T08:00,4.4,0.0,0.0,3.98,6.65
2020-01-11T09:00,4.4,1.0,5.0,3.79,6.24
2020-01-11T10:00,4.5,7.0,25.0,3.45,5.89
2020-01-11T11:00,4.9,27.0,50.0,3.41,5.14
2020-01-11T12:00,5.3,48.0,72.0,3.75,5.41
2020-01-11T13:00,5.5,49.0,86.0,3.32,4.72
2020-01-11T14:00,5.7,37.0,91.0,3.92,5.69
2020-01-11T15:00,5.7,16.0,61.0,3.89,6.13
2020-01-11T16:00,5.2,7.0,21.0,3.19,5.73
2020-01-11T17:00,4.7,0.0,0.0,3.41,6.56
2020-01-11T18:00,4.0,0.0,0.0,4.13,7.70
2020-01-11T19:00,3.5,0.0,0.0,4.58,8.22
2020-01-11T20:00,3.4,0.0,0.0,4.60,8.48
2020-01-11T21:00,3.2,0.0,0.0,4.66,8.59
2020-01-11T22:00,3.0,0.0,0.0,4.86,8.80
2020-01-11T23:00,2.8,0.0,0.0,4.53,8.35
2020-01-12T00:00,2.6,0.0,0.0,4.62,8.49
2020-01-12T01:00,2.4,0.0,0.0,4.60,8.45
2020-01-12T02:00,2.1,0.0,0.0,4.49,8.39
2020-01-12T03:00,1.8,0.0,0.0,4.55,8.61
2020-01-12T04:00,1.6,0.0,0.0,4.66,8.84
2020-01-12T05:00,1.4,0.0,0.0,4.72,8.84
2020-01-12T06:00,1.3,0.0,0.0,4.74,8.80
2020-01-12T07:00,1.4,0.0,0.0,4.83,8.95
2020-01-12T08:00,1.2,0.0,0.0,4.96,9.09
2020-01-12T09:00,1.5,4.0,9.0,5.08,9.14
2020-01-12T10:00,2.5,28.0,49.0,5.19,8.84
2020-01-12T11:00,3.5,78.0,70.0,4.72,7.73
2020-01-12T12:00,4.4,118.0,81.0,4.92,7.53
2020-01-12T13:00,5.1,126.0,84.0,5.00,7.54
2020-01-12T14:00,5.4,103.0,77.0,4.78,7.31
2020-01-12T15:00,5.2,63.0,59.0,4.84,8.21
2020-01-12T16:00,4.6,16.0,28.0,5.06,8.92
2020-01-12T17:00,4.2,0.0,1.0,5.37,9.35
2020-01-12T18:00,4.6,0.0,0.0,5.95,10.00
2020-01-12T19:00,5.5,0.0,0.0,6.36,10.46
2020-01-12T20:00,5.5,0.0,0.0,6.57,10.89
2020-01-12T21:00,5.9,0.0,0.0,6.74,11.19
2020-01-12T22:00,6.1,0.0,0.0,6.83,11.28
2020-01-12T23:00,6.4,0.0,0.0,6.14,10.32
2020-01-13T00:00,6.6,0.0,0.0,6.08,10.48
2020-01-13T01:00,6.7,0.0,0.0,6.35,10.72
2020-01-13T02:00,6.8,0.0,0.0,6.23,10.47
2020-01-13T03:00,7.0,0.0,0.0,6.05,10.00
2020-01-13T04:00,7.1,0.0,0.0,5.66,9.39
2020-01-13T05:00,7.1,0.0,0.0,4.93,8.34
2020-01-13T06:00,7.0,0.0,0.0,4.59,7.82
2020-01-13T07:00,6.7,0.0,0.0,4.25,7.34
2020-01-13T08:00,6.3,0.0,0.0,3.62,6.54
2020-01-13T09:00,5.9,1.0,7.0,3.28,5.97
2020-01-13T10:00,6.2,2.0,32.0,3.32,5.62
2020-01-13T11:00,6.7,3.0,65.0,2.70,5.02
2020-01-13T12:00,7.2,20.0,79.0,3.20,4.88
2020-01-13T13:00,7.5,25.0,85.0,3.08,4.82
2020-01-13T14:00,7.6,58.0,62.0,2.88,5.04
2020-01-13T15:00,7.2,41.0,44.0,2.88,5.33
2020-01-13T16:00,6.4,14.0,21.0,2.73,5.58
2020-01-13T17:00,5.4,0.0,1.0,2.98,6.26
2020-01-13T18:00,4.8,0.0,0.0,3.23,6.63
2020-01-13T19:00,4.6,0.0,0.0,3.36,6.67
2020-01-13T20:00,4.2,0.0,0.0,3.05,6.33
2020-01-13T21:00,3.7,0.0,0.0,2.90,6.04
2020-01-13T22:00,3.4,0.0,0.0,3.34,6.70
2020-01-13T23:00,3.3,0.0,0.0,3.51,6.91
2020-01-14T00:00,3.6,0.0,0.0,3.60,7.06
2020-01-14T01:00,3.8,0.0,0.0,3.91,7.34
2020-01-14T02:00,3.5,0.0,0.0,4.21,7.92
2020-01-14T03:00,3.5,0.0,0.0,4.63,8.60
2020-01-14T04:00,3.3,0.0,0.0,4.73,8.90
2020-01-14T05:00,3.6,0.0,0.0,5.00,9.28
2020-01-14T06:00,4.2,0.0,0.0,5.42,9.90
2020-01-14T07:00,4.6,0.0,0.0,5.57,10.31
2020-01-14T08:00,5.8,0.0,0.0,5.90,10.70
2020-01-14T09:00,6.2,0.0,9.0,6.16,11.01
2020-01-14T10:00,6.7,6.0,39.0,6.46,11.17
2020-01-14T11:00,7.5,2.0,69.0,6.54,11.31
2020-01-14T12:00,8.1,14.0,78.0,6.48,10.93
2020-01-14T13:00,9.1,26.0,99.0,6.22,10.77
2020-01-14T14:00,9.6,41.0,70.0,6.35,10.58
2020-01-14T15:00,9.6,5.0,40.0,6.20,10.49
2020-01-14T16:00,9.7,0.0,11.0,5.78,10.08
2020-01-14T17:00,9.3,0.0,1.0,5.60,9.98
2020-01-14T18:00,9.0,0.0,0.0,5.61,9.90
2020-01-14T19:00,8.5,0.0,0.0,6.13,10.53
2020-01-14T20:00,9.7,0.0,0.0,6.17,10.84
2020-01-14T21:00,9.7,0.0,0.0,6.22,10.83
2020-01-14T22:00,9.5,0.0,0.0,6.40,11.16
2020-01-14T23:00,9.5,0.0,0.0,6.35,11.03
2020-01-15T00:00,9.4,0.0,0.0,6.47,11.32
2020-01-15T01:00,9.3,0.0,0.0,6.24,11.18
2020-01-15T02:00,9.2,0.0,0.0,6.02,10.82
2020-01-15T03:00,9.3,0.0,0.0,5.91,10.65
2020-01-15T04:00,9.2,0.0,0.0,6.09,10.82
2020-01-15T05:00,9.0,0.0,0.0,5.97,10.68
2020-01-15T06:00,8.8,0.0,0.0,5.95,10.57
2020-01-15T07:00,8.9,0.0,0.0,5.92,10.51
2020-01-15T08:00,9.8,0.0,0.0,5.83,10.54
2020-01-15T09:00,9.5,3.0,9.0,5.92,10.51
2020-01-15T10:00,9.9,36.0,36.0,6.18,10.57
2020-01-15T11:00,10.5,50.0,65.0,5.46,9.31
2020-01-15T12:00,11.1,121.0,73.0,5.61,9.48
2020-01-15T13:00,11.5,146.0,73.0,5.70,9.61
2020-01-15T14:00,11.5,133.0,64.0,6.07,10.16
2020-01-15T15:00,11.1,84.0,50.0,5.74,10.02
2020-01-15T16:00,10.3,25.0,26.0,5.33,9.84
2020-01-15T17:00,9.5,0.0,1.0,5.24,9.72
2020-01-15T18:00,9.0,0.0,0.0,5.41,10.03
2020-01-15T19:00,8.8,0.0,0.0,5.64,10.24
2020-01-15T20:00,8.8,0.0,0.0,5.69,10.35
2020-01-15T21:00,8.6,0.0,0.0,5.69,10.24
2020-01-15T22:00,8.5,0.0,0.0,5.50,10.06
2020-01-15T23:00,8.7,0.0,0.0,5.33,9.83
2020-01-16T00:00,9.1,0.0,0.0,4.95,9.14
2020-01-16T01:00,9.4,0.0,0.0,4.70,8.63
2020-01-16T02:00,9.7,0.0,0.0,4.39,8.00
2020-01-16T03:00,9.8,0.0,0.0,3.95,7.61
2020-01-16T04:00,9.3,0.0,0.0,3.50,7.13
2020-01-16T05:00,8.1,0.0,0.0,2.70,6.23
2020-01-16T06:00,6.8,0.0,0.0,2.31,5.83
2020-01-16T07:00,5.4,0.0,0.0,2.47,6.07
2020-01-16T08:00,4.3,0.0,0.0,2.72,6.41
2020-01-16T09:00,4.0,7.0,11.0,2.98,6.62
2020-01-16T10:00,5.3,54.0,42.0,3.12,6.11
2020-01-16T11:00,7.2,118.0,60.0,2.48,4.80
2020-01-16T12:00,8.5,160.0,68.0,2.41,3.72
2020-01-16T13:00,9.2,169.0,70.0,2.13,3.11
2020-01-16T14:00,9.4,142.0,65.0,2.09,3.20
2020-01-16T15:00,9.0,87.0,53.0,1.60,3.79
2020-01-16T16:00,7.9,27.0,27.0,1.94,4.30
2020-01-16T17:00,6.3,0.0,2.0,2.06,5.20
2020-01-16T18:00,5.3,0.0,0.0,2.52,6.17
2020-01-16T19:00,4.9,0.0,0.0,3.02,7.04
2020-01-16T20:00,4.6,0.0,0.0,3.36,7.35
2020-01-16T21:00,4.5,0.0,0.0,3.40,7.43
2020-01-16T22:00,4.2,0.0,0.0,3.42,7.38
2020-01-16T23:00,3.9,0.0,0.0,3.20,6.91
2020-01-17T00:00,3.6,0.0,0.0,3.53,7.35
2020-01-17T01:00,3.4,0.0,0.0,3.81,7.86
2020-01-17T02:00,3.3,0.0,0.0,3.73,7.77
2020-01-17T03:00,3.2,0.0,0.0,3.67,7.69
2020-01-17T04:00,3.1,0.0,0.0,3.48,7.50
2020-01-17T05:00,3.1,0.0,0.0,3.23,7.14
2020-01-17T06:00,2.9,0.0,0.0,3.26,7.09
2020-01-17T07:00,2.7,0.0,0.0,3.40,7.21
2020-01-17T08:00,2.1,0.0,0.0,3.58,7.22
2020-01-17T09:00,2.3,6.0,11.0,3.98,7.22
2020-01-17T10:00,3.3,46.0,42.0,3.91,7.30
2020-01-17T11:00,4.6,110.0,61.0,4.00,7.52
2020-01-17T12:00,5.7,155.0,69.0,4.30,6.75
2020-01-17T13:00,6.5,165.0,70.0,4.52,6.91
2020-01-17T14:00,6.9,138.0,66.0,4.62,7.60
2020-01-17T15:00,6.7,84.0,54.0,4.88,8.36
2020-01-17T16:00,5.8,26.0,28.0,3.92,7.50
2020-01-17T17:00,4.6,0.0,2.0,3.40,6.99
2020-01-17T18:00,3.8,0.0,0.0,3.61,7.45
2020-01-17T19:00,3.4,0.0,0.0,3.70,7.71
2020-01-17T20:00,3.6,0.0,0.0,3.48,7.47
2020-01-17T21:00,3.8,0.0,0.0,3.91,8.01
2020-01-17T22:00,4.3,0.0,0.0,4.18,8.15
2020-01-17T23:00,5.2,0.0,0.0,3.84,7.85
2020-01-18T00:00,6.1,0.0,0.0,4.05,7.88
2020-01-18T01:00,6.8,0.0,0.0,4.28,7.99
2020-01-18T02:00,7.1,0.0,0.0,4.44,8.23
2020-01-18T03:00,7.0,0.0,0.0,4.52,8.32
2020-01-18T04:00,6.9,0.0,0.0,4.68,8.35
2020-01-18T05:00,6.5,0.0,0.0,4.97,8.59
2020-01-18T06:00,6.0,0.0,0.0,5.00,8.50
2020-01-18T07:00,5.6,0.0,0.0,4.61,7.88
2020-01-18T08:00,5.1,0.0,0.0,4.21,7.38
2020-01-18T09:00,4.9,3.0,8.0,3.89,6.96
2020-01-18T10:00,5.0,27.0,39.0,3.88,6.72
2020-01-18T11:00,5.7,91.0,63.0,3.86,6.16
2020-01-18T12:00,6.3,138.0,81.0,4.33,6.47
2020-01-18T13:00,6.7,86.0,118.0,5.05,7.42
2020-01-18T14:00,6.7,28.0,113.0,4.98,7.41
2020-01-18T15:00,6.5,13.0,79.0,3.94,6.61
2020-01-18T16:00,6.0,8.0,35.0,3.18,6.05
2020-01-18T17:00,5.5,0.0,2.0,2.64,5.86
2020-01-18T18:00,5.2,0.0,0.0,2.62,5.88
2020-01-18T19:00,5.0,0.0,0.0,2.92,6.45
2020-01-18T20:00,3.8,0.0,0.0,3.22,6.82
2020-01-18T21:00,3.4,0.0,0.0,3.27,6.68
2020-01-18T22:00,2.8,0.0,0.0,2.97,6.41
2020-01-18T23:00,2.3,0.0,0.0,2.83,6.30
2020-01-19T00:00,2.4,0.0,0.0,2.56,5.83
2020-01-19T01:00,3.0,0.0,0.0,2.66,5.93
2020-01-19T02:00,3.3,0.0,0.0,2.72,5.71
2020-01-19T03:00,3.6,0.0,0.0,2.50,5.20
2020-01-19T04:00,3.7,0.0,0.0,2.67,5.20
2020-01-19T05:00,3.9,0.0,0.0,2.71,5.22
2020-01-19T06:00,3.9,0.0,0.0,2.92,5.26
2020-01-19T07:00,3.8,0.0,0.0,2.75,5.06
2020-01-19T08:00,3.7,0.0,0.0,2.52,4.78
2020-01-19T09:00,3.7,0.0,9.0,2.63,4.81
2020-01-19T10:00,4.0,6.0,34.0,3.77,5.82
2020-01-19T11:00,4.6,11.0,69.0,3.23,4.61
2020-01-19T12:00,5.1,37.0,92.0,3.41,4.77
2020-01-19T13:00,5.4,58.0,76.0,2.87,4.08
