HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2018-09-16 00:00;2018-09-16 02:00;DK1;344,089996;46,130001
2018-09-15 23:00;2018-09-16 01:00;DK1;373,109985;50,020000
2018-09-15 22:00;2018-09-16 00:00;DK1;408,239990;54,730000
2018-09-15 21:00;2018-09-15 23:00;DK1;400,480011;53,689999
2018-09-15 20:00;2018-09-15 22:00;DK1;445,829987;59,770000
2018-09-15 19:00;2018-09-15 21:00;DK1;500,579987;67,110001
2018-09-15 18:00;2018-09-15 20:00;DK1;502,369995;67,349998
2018-09-15 17:00;2018-09-15 19:00;DK1;500,730011;67,129997
2018-09-15 16:00;2018-09-15 18:00;DK1;429,049988;57,520000
2018-09-15 15:00;2018-09-15 17:00;DK1;373,700012;50,099998
2018-09-15 14:00;2018-09-15 16:00;DK1;324,320007;43,480000
2018-09-15 13:00;2018-09-15 15:00;DK1;341,549988;45,790001
2018-09-15 12:00;2018-09-15 14:00;DK1;355,350006;47,639999
2018-09-15 11:00;2018-09-15 13:00;DK1;357,809998;47,970001
2018-09-15 10:00;2018-09-15 12:00;DK1;359,679993;48,220001
2018-09-15 09:00;2018-09-15 11:00;DK1;363,410004;48,720001
2018-09-15 08:00;2018-09-15 10:00;DK1;358,630005;48,080002
2018-09-15 07:00;2018-09-15 09:00;DK1;388,019989;52,020000
2018-09-15 06:00;2018-09-15 08:00;DK1;375,790009;50,380001
2018-09-15 05:00;2018-09-15 07:00;DK1;365,940002;49,060001
2018-09-15 04:00;2018-09-15 06:00;DK1;347,739990;46,619999
2018-09-15 03:00;2018-09-15 05:00;DK1;328,500000;44,040001
2018-09-15 02:00;2018-09-15 04:00;DK1;327,160004;43,860001
2018-09-15 01:00;2018-09-15 03:00;DK1;330,140015;44,259998
2018-09-15 00:00;2018-09-15 02:00;DK1;343,420013;46,040001
2018-09-14 23:00;2018-09-15 01:00;DK1;362,510010;48,599998
2018-09-14 22:00;2018-09-15 00:00;DK1;370,339996;49,650002
2018-09-14 21:00;2018-09-14 23:00;DK1;373,630005;50,090000
2018-09-14 20:00;2018-09-14 22:00;DK1;389,959991;52,279999
2018-09-14 19:00;2018-09-14 21:00;DK1;411,290009;55,139999
2018-09-14 18:00;2018-09-14 20:00;DK1;436,359985;58,500000
2018-09-14 17:00;2018-09-14 19:00;DK1;546,229980;73,230003
2018-09-14 16:00;2018-09-14 18:00;DK1;530,789978;71,160004
2018-09-14 15:00;2018-09-14 17:00;DK1;453,359985;60,779999
2018-09-14 14:00;2018-09-14 16:00;DK1;424,570007;56,919998
2018-09-14 13:00;2018-09-14 15:00;DK1;420,619995;56,389999
2018-09-14 12:00;2018-09-14 14:00;DK1;428,970001;57,509998
2018-09-14 11:00;2018-09-14 13:00;DK1;474,549988;63,619999
2018-09-14 10:00;2018-09-14 12:00;DK1;519,000000;69,580002
2018-09-14 09:00;2018-09-14 11:00;DK1;566,590027;75,959999
2018-09-14 08:00;2018-09-14 10:00;DK1;577,710022;77,449997
2018-09-14 07:00;2018-09-14 09:00;DK1;585,239990;78,459999
2018-09-14 06:00;2018-09-14 08:00;DK1;585,169983;78,449997
2018-09-14 05:00;2018-09-14 07:00;DK1;566,520020;75,949997
2018-09-14 04:00;2018-09-14 06:00;DK1;528,919983;70,910004
2018-09-14 03:00;2018-09-14 05:00;DK1;408,459991;54,759998
2018-09-14 02:00;2018-09-14 04:00;DK1;381,230011;51,110001
2018-09-14 01:00;2018-09-14 03:00;DK1;379,000000;50,810001
2018-09-14 00:00;2018-09-14 02:00;DK1;384,670013;51,570000
2018-09-13 23:00;2018-09-14 01:00;DK1;387,869995;52,000000
2018-09-13 22:00;2018-09-14 00:00;DK1;397,119995;53,240002
2018-09-13 21:00;2018-09-13 23:00;DK1;400,160004;53,650002
2018-09-13 20:00;2018-09-13 22:00;DK1;494,670013;66,320000
2018-09-13 19:00;2018-09-13 21:00;DK1;545,830017;73,180000
2018-09-13 18:00;2018-09-13 20:00;DK1;614,830017;82,430000
2018-09-13 17:00;2018-09-13 19:00;DK1;590,739990;79,199997
2018-09-13 16:00;2018-09-13 18:00;DK1;579,770020;77,730003
2018-09-13 15:00;2018-09-13 17:00;DK1;564,630005;75,699997
2018-09-13 14:00;2018-09-13 16:00;DK1;543,969971;72,930000
2018-09-13 13:00;2018-09-13 15:00;DK1;552,549988;74,080002
2018-09-13 12:00;2018-09-13 14:00;DK1;558,890015;74,930000
2018-09-13 11:00;2018-09-13 13:00;DK1;561,799988;75,320000
2018-09-13 10:00;2018-09-13 12:00;DK1;571,789978;76,660004
2018-09-13 09:00;2018-09-13 11:00;DK1;579,919983;77,750000
2018-09-13 08:00;2018-09-13 10:00;DK1;588,419983;78,889999
2018-09-13 07:00;2018-09-13 09:00;DK1;596,260010;79,940002
2018-09-13 06:00;2018-09-13 08:00;DK1;625,869995;83,910004
2018-09-13 05:00;2018-09-13 07:00;DK1;606,700012;81,339996
2018-09-13 04:00;2018-09-13 06:00;DK1;555,530029;74,480003
2018-09-13 03:00;2018-09-13 05:00;DK1;434,920013;58,310001
2018-09-13 02:00;2018-09-13 04:00;DK1;386,440002;51,810001
2018-09-13 01:00;2018-09-13 03:00;DK1;377,790009;50,650002
2018-09-13 00:00;2018-09-13 02:00;DK1;373,839996;50,119999
2018-09-12 23:00;2018-09-13 01:00;DK1;373,839996;50,119999
2018-09-12 22:00;2018-09-13 00:00;DK1;376,890015;50,529999
2018-09-12 21:00;2018-09-12 23:00;DK1;369,570007;49,549999
2018-09-12 20:00;2018-09-12 22:00;DK1;388,290009;52,060001
2018-09-12 19:00;2018-09-12 21:00;DK1;404,700012;54,259998
2018-09-12 18:00;2018-09-12 20:00;DK1;409,320007;54,880001
2018-09-12 17:00;2018-09-12 19:00;DK1;414,690002;55,599998
2018-09-12 16:00;2018-09-12 18:00;DK1;409,320007;54,880001
2018-09-12 15:00;2018-09-12 17:00;DK1;407,230011;54,599998
2018-09-12 14:00;2018-09-12 16:00;DK1;403,429993;54,090000
2018-09-12 13:00;2018-09-12 15:00;DK1;403,730011;54,130001
2018-09-12 12:00;2018-09-12 14:00;DK1;397,839996;53,340000
2018-09-12 11:00;2018-09-12 13:00;DK1;394,410004;52,880001
2018-09-12 10:00;2018-09-12 12:00;DK1;395,600006;53,040001
2018-09-12 09:00;2018-09-12 11:00;DK1;398,279999;53,400002
2018-09-12 08:00;2018-09-12 10:00;DK1;421,630005;56,529999
2018-09-12 07:00;2018-09-12 09:00;DK1;425,510010;57,049999
2018-09-12 06:00;2018-09-12 08:00;DK1;432,070007;57,930000
2018-09-12 05:00;2018-09-12 07:00;DK1;420,959991;56,439999
2018-09-12 04:00;2018-09-12 06:00;DK1;401,709991;53,860001
2018-09-12 03:00;2018-09-12 05:00;DK1;381,500000;51,150002
2018-09-12 02:00;2018-09-12 04:00;DK1;355,989990;47,730000
2018-09-12 01:00;2018-09-12 03:00;DK1;351,670013;47,150002
2018-09-12 00:00;2018-09-12 02:00;DK1;342,869995;45,970001
2018-09-11 23:00;2018-09-12 01:00;DK1;351,589996;47,139999
2018-09-11 22:00;2018-09-12 00:00;DK1;360,390015;48,320000
2018-09-11 21:00;2018-09-11 23:00;DK1;379,869995;50,939999
2018-09-11 20:00;2018-09-11 22:00;DK1;405,380005;54,360001
2018-09-11 19:00;2018-09-11 21:00;DK1;422,459991;56,650002
2018-09-11 18:00;2018-09-11 20:00;DK1;427,149994;57,279999
2018-09-11 17:00;2018-09-11 19:00;DK1;425,739990;57,090000
2018-09-11 16:00;2018-09-11 18:00;DK1;427,750000;57,360001
2018-09-11 15:00;2018-09-11 17:00;DK1;387,329987;51,939999
2018-09-11 14:00;2018-09-11 16:00;DK1;342,739990;45,959999
2018-09-11 13:00;2018-09-11 15:00;DK1;358,170013;48,029999
2018-09-11 12:00;2018-09-11 14:00;DK1;346,989990;46,529999
2018-09-11 11:00;2018-09-11 13:00;DK1;350,940002;47,060001
2018-09-11 10:00;2018-09-11 12:00;DK1;366,000000;49,080002
2018-09-11 09:00;2018-09-11 11:00;DK1;368,470001;49,410000
2018-09-11 08:00;2018-09-11 10:00;DK1;427,679993;57,349998
2018-09-11 07:00;2018-09-11 09:00;DK1;439,230011;58,900002
2018-09-11 06:00;2018-09-11 08:00;DK1;521,789978;69,970001
2018-09-11 05:00;2018-09-11 07:00;DK1;540,650024;72,500000
2018-09-11 04:00;2018-09-11 06:00;DK1;459,890015;61,669998
2018-09-11 03:00;2018-09-11 05:00;DK1;363,470001;48,740002
2018-09-11 02:00;2018-09-11 04:00;DK1;357,950012;48,000000
2018-09-11 01:00;2018-09-11 03:00;DK1;349,750000;46,900002
2018-09-11 00:00;2018-09-11 02:00;DK1;362,350006;48,590000
2018-09-10 23:00;2018-09-11 01:00;DK1;382,410004;51,279999
2018-09-10 22:00;2018-09-11 00:00;DK1;398,220001;53,400002
2018-09-10 21:00;2018-09-10 23:00;DK1;438,480011;58,799999
2018-09-10 20:00;2018-09-10 22:00;DK1;521,479980;69,930000
2018-09-10 19:00;2018-09-10 21:00;DK1;558,840027;74,940002
2018-09-10 18:00;2018-09-10 20:00;DK1;596,049988;79,930000
2018-09-10 17:00;2018-09-10 19:00;DK1;576,880005;77,360001
2018-09-10 16:00;2018-09-10 18:00;DK1;562,270020;75,400002
2018-09-10 15:00;2018-09-10 17:00;DK1;428,339996;57,439999
2018-09-10 14:00;2018-09-10 16:00;DK1;425,950012;57,119999
2018-09-10 13:00;2018-09-10 15:00;DK1;424,010010;56,860001
2018-09-10 12:00;2018-09-10 14:00;DK1;426,019989;57,130001
2018-09-10 11:00;2018-09-10 13:00;DK1;423,709991;56,820000
2018-09-10 10:00;2018-09-10 12:00;DK1;428,260010;57,430000
2018-09-10 09:00;2018-09-10 11:00;DK1;434,820007;58,310001
2018-09-10 08:00;2018-09-10 10:00;DK1;524,229980;70,300003
2018-09-10 07:00;2018-09-10 09:00;DK1;536,539978;71,949997
2018-09-10 06:00;2018-09-10 08:00;DK1;560,700012;75,190002
2018-09-10 05:00;2018-09-10 07:00;DK1;554,059998;74,300003
2018-09-10 04:00;2018-09-10 06:00;DK1;451,829987;60,590000
2018-09-10 03:00;2018-09-10 05:00;DK1;386,649994;51,849998
2018-09-10 02:00;2018-09-10 04:00;DK1;354,290009;47,509998
2018-09-10 01:00;2018-09-10 03:00;DK1;358,390015;48,060001
2018-09-10 00:00;2018-09-10 02:00;DK1;369,279999;49,520000
2018-09-09 23:00;2018-09-10 01:00;DK1;379,570007;50,900002
2018-09-09 22:00;2018-09-10 00:00;DK1;398,730011;53,470001
2018-09-09 21:00;2018-09-09 23:00;DK1;396,049988;53,110001
2018-09-09 20:00;2018-09-09 22:00;DK1;416,260010;55,820000
2018-09-09 19:00;2018-09-09 21:00;DK1;439,890015;58,990002
2018-09-09 18:00;2018-09-09 20:00;DK1;552,650024;74,110001
2018-09-09 17:00;2018-09-09 19:00;DK1;536,169983;71,900002
2018-09-09 16:00;2018-09-09 18:00;DK1;508,130005;68,139999
2018-09-09 15:00;2018-09-09 17:00;DK1;415,730011;55,750000
2018-09-09 14:00;2018-09-09 16:00;DK1;343,100006;46,009998
2018-09-09 13:00;2018-09-09 15:00;DK1;313,200012;42,000000
2018-09-09 12:00;2018-09-09 14:00;DK1;232,660004;31,200001
2018-09-09 11:00;2018-09-09 13:00;DK1;282,549988;37,889999
2018-09-09 10:00;2018-09-09 12:00;DK1;323,640015;43,400002
2018-09-09 09:00;2018-09-09 11:00;DK1;325,130005;43,599998
2018-09-09 08:00;2018-09-09 10:00;DK1;322,820007;43,290001
2018-09-09 07:00;2018-09-09 09:00;DK1;358,459991;48,070000
2018-09-09 06:00;2018-09-09 08:00;DK1;354,059998;47,480000
2018-09-09 05:00;2018-09-09 07:00;DK1;336,019989;45,060001
2018-09-09 04:00;2018-09-09 06:00;DK1;308,869995;41,419998
2018-09-09 03:00;2018-09-09 05:00;DK1;253,690002;34,020000
2018-09-09 02:00;2018-09-09 04:00;DK1;250,479996;33,590000
2018-09-09 01:00;2018-09-09 03:00;DK1;275,320007;36,919998
2018-09-09 00:00;2018-09-09 02:00;DK1;312,679993;41,930000
2018-09-08 23:00;2018-09-09 01:00;DK1;365,700012;49,040001
2018-09-08 22:00;2018-09-09 00:00;DK1;409,250000;54,880001
2018-09-08 21:00;2018-09-08 23:00;DK1;400,070007;53,650002
2018-09-08 20:00;2018-09-08 22:00;DK1;413,040009;55,389999
2018-09-08 19:00;2018-09-08 21:00;DK1;423,559998;56,799999
2018-09-08 18:00;2018-09-08 20:00;DK1;429,299988;57,570000
2018-09-08 17:00;2018-09-08 19:00;DK1;431,540009;57,869999
2018-09-08 16:00;2018-09-08 18:00;DK1;426,989990;57,259998
2018-09-08 15:00;2018-09-08 17:00;DK1;415,209991;55,680000
2018-09-08 14:00;2018-09-08 16:00;DK1;345,040009;46,270000
2018-09-08 13:00;2018-09-08 15:00;DK1;293,429993;39,349998
2018-09-08 12:00;2018-09-08 14:00;DK1;198,059998;26,559999
2018-09-08 11:00;2018-09-08 13:00;DK1;201,490005;27,020000
2018-09-08 10:00;2018-09-08 12:00;DK1;239,970001;32,180000
2018-09-08 09:00;2018-09-08 11:00;DK1;241,610001;32,400002
2018-09-08 08:00;2018-09-08 10:00;DK1;321,399994;43,099998
2018-09-08 07:00;2018-09-08 09:00;DK1;387,019989;51,900002
2018-09-08 06:00;2018-09-08 08:00;DK1;416,320007;55,830002
2018-09-08 05:00;2018-09-08 07:00;DK1;398,730011;53,470001
2018-09-08 04:00;2018-09-08 06:00;DK1;376,209991;50,450001
2018-09-08 03:00;2018-09-08 05:00;DK1;350,549988;47,009998
2018-09-08 02:00;2018-09-08 04:00;DK1;375,760010;50,389999
2018-09-08 01:00;2018-09-08 03:00;DK1;349,579987;46,880001
2018-09-08 00:00;2018-09-08 02:00;DK1;362,190002;48,570000
2018-09-07 23:00;2018-09-08 01:00;DK1;373,149994;50,040001
2018-09-07 22:00;2018-09-08 00:00;DK1;392,760010;52,669998
2018-09-07 21:00;2018-09-07 23:00;DK1;397,739990;53,340000
2018-09-07 20:00;2018-09-07 22:00;DK1;413,540009;55,459999
2018-09-07 19:00;2018-09-07 21:00;DK1;444,119995;59,560001
2018-09-07 18:00;2018-09-07 20:00;DK1;536,950012;72,010002
2018-09-07 17:00;2018-09-07 19:00;DK1;530,460022;71,139999
2018-09-07 16:00;2018-09-07 18:00;DK1;501,230011;67,220001
2018-09-07 15:00;2018-09-07 17:00;DK1;451,269989;60,520000
2018-09-07 14:00;2018-09-07 16:00;DK1;407,730011;54,680000
2018-09-07 13:00;2018-09-07 15:00;DK1;411,230011;55,150002
2018-09-07 12:00;2018-09-07 14:00;DK1;414,510010;55,590000
2018-09-07 11:00;2018-09-07 13:00;DK1;439,339996;58,919998
2018-09-07 10:00;2018-09-07 12:00;DK1;489,380005;65,629997
2018-09-07 09:00;2018-09-07 11:00;DK1;531,659973;71,300003
2018-09-07 08:00;2018-09-07 10:00;DK1;541,950012;72,680000
2018-09-07 07:00;2018-09-07 09:00;DK1;553,280029;74,199997
2018-09-07 06:00;2018-09-07 08:00;DK1;596,450012;79,989998
2018-09-07 05:00;2018-09-07 07:00;DK1;552,830017;74,139999
2018-09-07 04:00;2018-09-07 06:00;DK1;453,209991;60,779999
2018-09-07 03:00;2018-09-07 05:00;DK1;412,869995;55,369999
2018-09-07 02:00;2018-09-07 04:00;DK1;400,119995;53,660000
2018-09-07 01:00;2018-09-07 03:00;DK1;397,959991;53,369999
2018-09-07 00:00;2018-09-07 02:00;DK1;398,029999;53,380001
2018-09-06 23:00;2018-09-07 01:00;DK1;400,339996;53,689999
2018-09-06 22:00;2018-09-07 00:00;DK1;406,910004;54,570000
2018-09-06 21:00;2018-09-06 23:00;DK1;407,440002;54,650002
2018-09-06 20:00;2018-09-06 22:00;DK1;428,769989;57,509998
2018-09-06 19:00;2018-09-06 21:00;DK1;463,140015;62,119999
2018-09-06 18:00;2018-09-06 20:00;DK1;491,619995;65,940002
2018-09-06 17:00;2018-09-06 19:00;DK1;551,929993;74,029999
2018-09-06 16:00;2018-09-06 18:00;DK1;550,890015;73,889999
2018-09-06 15:00;2018-09-06 17:00;DK1;549,690002;73,730003
2018-09-06 14:00;2018-09-06 16:00;DK1;517,260010;69,379997
2018-09-06 13:00;2018-09-06 15:00;DK1;505,779999;67,839996
2018-09-06 12:00;2018-09-06 14:00;DK1;509,959991;68,400002
2018-09-06 11:00;2018-09-06 13:00;DK1;482,820007;64,760002
2018-09-06 10:00;2018-09-06 12:00;DK1;498,619995;66,879997
2018-09-06 09:00;2018-09-06 11:00;DK1;513,760010;68,910004
2018-09-06 08:00;2018-09-06 10:00;DK1;522,409973;70,070000
2018-09-06 07:00;2018-09-06 09:00;DK1;550,070007;73,779999
2018-09-06 06:00;2018-09-06 08:00;DK1;558,789978;74,949997
2018-09-06 05:00;2018-09-06 07:00;DK1;550,070007;73,779999
2018-09-06 04:00;2018-09-06 06:00;DK1;514,280029;68,980003
2018-09-06 03:00;2018-09-06 05:00;DK1;407,369995;54,639999
2018-09-06 02:00;2018-09-06 04:00;DK1;390,519989;52,380001
2018-09-06 01:00;2018-09-06 03:00;DK1;390,000000;52,310001
2018-09-06 00:00;2018-09-06 02:00;DK1;395,959991;53,110001
2018-09-05 23:00;2018-09-06 01:00;DK1;399,839996;53,630001
2018-09-05 22:00;2018-09-06 00:00;DK1;410,869995;55,110001
2018-09-05 21:00;2018-09-05 23:00;DK1;438,640015;58,840000
2018-09-05 20:00;2018-09-05 22:00;DK1;513,039978;68,820000
2018-09-05 19:00;2018-09-05 21:00;DK1;549,119995;73,660004
2018-09-05 18:00;2018-09-05 20:00;DK1;591,390015;79,330002
2018-09-05 17:00;2018-09-05 19:00;DK1;593,549988;79,620003
2018-09-05 16:00;2018-09-05 18:00;DK1;572,229980;76,760002
2018-09-05 15:00;2018-09-05 17:00;DK1;561,789978;75,360001
2018-09-05 14:00;2018-09-05 16:00;DK1;521,460022;69,949997
2018-09-05 13:00;2018-09-05 15:00;DK1;499,470001;67,000000
2018-09-05 12:00;2018-09-05 14:00;DK1;481,209991;64,550003
2018-09-05 11:00;2018-09-05 13:00;DK1;482,619995;64,739998
2018-09-05 10:00;2018-09-05 12:00;DK1;498,799988;66,910004
2018-09-05 09:00;2018-09-05 11:00;DK1;529,070007;70,970001
2018-09-05 08:00;2018-09-05 10:00;DK1;536,450012;71,959999
2018-09-05 07:00;2018-09-05 09:00;DK1;561,719971;75,349998
2018-09-05 06:00;2018-09-05 08:00;DK1;572,229980;76,760002
2018-09-05 05:00;2018-09-05 07:00;DK1;563,960022;75,650002
2018-09-05 04:00;2018-09-05 06:00;DK1;533,320007;71,540001
2018-09-05 03:00;2018-09-05 05:00;DK1;412,399994;55,320000
2018-09-05 02:00;2018-09-05 04:00;DK1;396,450012;53,180000
2018-09-05 01:00;2018-09-05 03:00;DK1;397,940002;53,380001
2018-09-05 00:00;2018-09-05 02:00;DK1;399,279999;53,560001
2018-09-04 23:00;2018-09-05 01:00;DK1;406,059998;54,470001
2018-09-04 22:00;2018-09-05 00:00;DK1;415,380005;55,720001
2018-09-04 21:00;2018-09-04 23:00;DK1;432,260010;57,990002
2018-09-04 20:00;2018-09-04 22:00;DK1;498,899994;66,930000
2018-09-04 19:00;2018-09-04 21:00;DK1;544,599976;73,059998
2018-09-04 18:00;2018-09-04 20:00;DK1;559,059998;75,000000
2018-09-04 17:00;2018-09-04 19:00;DK1;559,059998;75,000000
2018-09-04 16:00;2018-09-04 18:00;DK1;551,530029;73,989998
2018-09-04 15:00;2018-09-04 17:00;DK1;543,700012;72,940002
2018-09-04 14:00;2018-09-04 16:00;DK1;521,859985;70,010002
2018-09-04 13:00;2018-09-04 15:00;DK1;510,980011;68,550003
2018-09-04 12:00;2018-09-04 14:00;DK1;512,919983;68,809998
2018-09-04 11:00;2018-09-04 13:00;DK1;514,479980;69,019997
2018-09-04 10:00;2018-09-04 12:00;DK1;529,690002;71,059998
2018-09-04 09:00;2018-09-04 11:00;DK1;547,580017;73,459999
2018-09-04 08:00;2018-09-04 10:00;DK1;551,010010;73,919998
2018-09-04 07:00;2018-09-04 09:00;DK1;558,390015;74,910004
2018-09-04 06:00;2018-09-04 08:00;DK1;556,669983;74,680000
2018-09-04 05:00;2018-09-04 07:00;DK1;544,299988;73,019997
2018-09-04 04:00;2018-09-04 06:00;DK1;500,100006;67,089996
2018-09-04 03:00;2018-09-04 05:00;DK1;406,989990;54,599998
2018-09-04 02:00;2018-09-04 04:00;DK1;391,119995;52,470001
2018-09-04 01:00;2018-09-04 03:00;DK1;394,619995;52,939999
2018-09-04 00:00;2018-09-04 02:00;DK1;397,230011;53,290001
2018-09-03 23:00;2018-09-04 01:00;DK1;403,190002;54,090000
2018-09-03 22:00;2018-09-04 00:00;DK1;408,260010;54,770000
2018-09-03 21:00;2018-09-03 23:00;DK1;389,570007;52,259998
2018-09-03 20:00;2018-09-03 22:00;DK1;399,640015;53,610001
2018-09-03 19:00;2018-09-03 21:00;DK1;499,750000;67,040001
2018-09-03 18:00;2018-09-03 20:00;DK1;543,510010;72,910004
2018-09-03 17:00;2018-09-03 19:00;DK1;544,099976;72,989998
2018-09-03 16:00;2018-09-03 18:00;DK1;538,960022;72,300003
2018-09-03 15:00;2018-09-03 17:00;DK1;527,849976;70,809998
2018-09-03 14:00;2018-09-03 16:00;DK1;499,149994;66,959999
2018-09-03 13:00;2018-09-03 15:00;DK1;484,320007;64,970001
2018-09-03 12:00;2018-09-03 14:00;DK1;499,820007;67,050003
2018-09-03 11:00;2018-09-03 13:00;DK1;511,600006;68,629997
2018-09-03 10:00;2018-09-03 12:00;DK1;530,159973;71,120003
2018-09-03 09:00;2018-09-03 11:00;DK1;548,650024;73,599998
2018-09-03 08:00;2018-09-03 10:00;DK1;547,979980;73,510002
2018-09-03 07:00;2018-09-03 09:00;DK1;550,960022;73,910004
2018-09-03 06:00;2018-09-03 08:00;DK1;548,280029;73,550003
2018-09-03 05:00;2018-09-03 07:00;DK1;536,719971;72,000000
2018-09-03 04:00;2018-09-03 06:00;DK1;499,750000;67,040001
2018-09-03 03:00;2018-09-03 05:00;DK1;375,709991;50,400002
2018-09-03 02:00;2018-09-03 04:00;DK1;382,119995;51,259998
2018-09-03 01:00;2018-09-03 03:00;DK1;389,350006;52,230000
2018-09-03 00:00;2018-09-03 02:00;DK1;391,579987;52,529999
2018-09-02 23:00;2018-09-03 01:00;DK1;394,640015;52,939999
2018-09-02 22:00;2018-09-03 00:00;DK1;397,250000;53,290001
2018-09-02 21:00;2018-09-02 23:00;DK1;390,910004;52,439999
2018-09-02 20:00;2018-09-02 22:00;DK1;408,059998;54,740002
2018-09-02 19:00;2018-09-02 21:00;DK1;464,859985;62,360001
2018-09-02 18:00;2018-09-02 20:00;DK1;517,270020;69,389999
2018-09-02 17:00;2018-09-02 19:00;DK1;504,820007;67,720001
2018-09-02 16:00;2018-09-02 18:00;DK1;462,920013;62,099998
2018-09-02 15:00;2018-09-02 17:00;DK1;408,059998;54,740002
2018-09-02 14:00;2018-09-02 16:00;DK1;422,600006;56,689999
2018-09-02 13:00;2018-09-02 15:00;DK1;414,690002;55,630001
2018-09-02 12:00;2018-09-02 14:00;DK1;414,250000;55,570000
2018-09-02 11:00;2018-09-02 13:00;DK1;414,540009;55,610001
2018-09-02 10:00;2018-09-02 12:00;DK1;431,470001;57,880001
2018-09-02 09:00;2018-09-02 11:00;DK1;428,559998;57,490002
2018-09-02 08:00;2018-09-02 10:00;DK1;419,320007;56,250000
2018-09-02 07:00;2018-09-02 09:00;DK1;421,029999;56,480000
2018-09-02 06:00;2018-09-02 08:00;DK1;419,170013;56,230000
2018-09-02 05:00;2018-09-02 07:00;DK1;408,510010;54,799999
2018-09-02 04:00;2018-09-02 06:00;DK1;403,059998;54,070000
2018-09-02 03:00;2018-09-02 05:00;DK1;400,829987;53,770000
2018-09-02 02:00;2018-09-02 04:00;DK1;400,899994;53,779999
2018-09-02 01:00;2018-09-02 03:00;DK1;400,600006;53,740002
2018-09-02 00:00;2018-09-02 02:00;DK1;403,059998;54,070000
2018-09-01 23:00;2018-09-02 01:00;DK1;410,070007;55,009998
2018-09-01 22:00;2018-09-02 00:00;DK1;374,220001;50,200001
2018-09-01 21:00;2018-09-01 23:00;DK1;380,750000;51,070000
2018-09-01 20:00;2018-09-01 22:00;DK1;421,829987;56,580002
2018-09-01 19:00;2018-09-01 21:00;DK1;511,299988;68,580002
2018-09-01 18:00;2018-09-01 20:00;DK1;530,380005;71,139999
2018-09-01 17:00;2018-09-01 19:00;DK1;521,890015;70,000000
2018-09-01 16:00;2018-09-01 18:00;DK1;510,630005;68,489998
2018-09-01 15:00;2018-09-01 17:00;DK1;458,660004;61,520000
2018-09-01 14:00;2018-09-01 16:00;DK1;417,880005;56,049999
2018-09-01 13:00;2018-09-01 15:00;DK1;414,299988;55,570000
2018-09-01 12:00;2018-09-01 14:00;DK1;420,640015;56,419998
2018-09-01 11:00;2018-09-01 13:00;DK1;430,329987;57,720001
2018-09-01 10:00;2018-09-01 12:00;DK1;467,529999;62,709999
2018-09-01 09:00;2018-09-01 11:00;DK1;483,559998;64,860001
2018-09-01 08:00;2018-09-01 10:00;DK1;482,220001;64,680000
2018-09-01 07:00;2018-09-01 09:00;DK1;495,790009;66,500000
2018-09-01 06:00;2018-09-01 08:00;DK1;454,109985;60,910000
2018-09-01 05:00;2018-09-01 07:00;DK1;432,049988;57,950001
2018-09-01 04:00;2018-09-01 06:00;DK1;409,609985;54,939999
2018-09-01 03:00;2018-09-01 05:00;DK1;403,190002;54,080002
2018-09-01 02:00;2018-09-01 04:00;DK1;402,519989;53,990002
2018-09-01 01:00;2018-09-01 03:00;DK1;402,750000;54,020000
2018-09-01 00:00;2018-09-01 02:00;DK1;414,230011;55,560001
2018-08-31 23:00;2018-09-01 01:00;DK1;417,429993;55,990002
2018-08-31 22:00;2018-09-01 00:00;DK1;429,290009;57,580002
2018-08-31 21:00;2018-08-31 23:00;DK1;424,140015;56,880001
2018-08-31 20:00;2018-08-31 22:00;DK1;463,880005;62,209999
2018-08-31 19:00;2018-08-31 21:00;DK1;524,799988;70,379997
2018-08-31 18:00;2018-08-31 20:00;DK1;536,659973;71,970001
2018-08-31 17:00;2018-08-31 19:00;DK1;532,109985;71,360001
2018-08-31 16:00;2018-08-31 18:00;DK1;523,460022;70,199997
2018-08-31 15:00;2018-08-31 17:00;DK1;522,489990;70,070000
2018-08-31 14:00;2018-08-31 16:00;DK1;497,359985;66,699997
2018-08-31 13:00;2018-08-31 15:00;DK1;489,160004;65,599998
2018-08-31 12:00;2018-08-31 14:00;DK1;497,880005;66,769997
2018-08-31 11:00;2018-08-31 13:00;DK1;501,459991;67,250000
2018-08-31 10:00;2018-08-31 12:00;DK1;515,179993;69,089996
2018-08-31 09:00;2018-08-31 11:00;DK1;529,869995;71,059998
2018-08-31 08:00;2018-08-31 10:00;DK1;530,840027;71,190002
2018-08-31 07:00;2018-08-31 09:00;DK1;536,729980;71,980003
2018-08-31 06:00;2018-08-31 08:00;DK1;546,729980;73,320000
2018-08-31 05:00;2018-08-31 07:00;DK1;527,929993;70,800003
2018-08-31 04:00;2018-08-31 06:00;DK1;463,140015;62,110001
2018-08-31 03:00;2018-08-31 05:00;DK1;399,529999;53,580002
2018-08-31 02:00;2018-08-31 04:00;DK1;388,420013;52,090000
2018-08-31 01:00;2018-08-31 03:00;DK1;395,500000;53,040001
2018-08-31 00:00;2018-08-31 02:00;DK1;392,670013;52,660000
2018-08-30 23:00;2018-08-31 01:00;DK1;393,709991;52,799999
2018-08-30 22:00;2018-08-31 00:00;DK1;392,000000;52,570000
